Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Non,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,pero yo no podía
Str,Initial,Mid,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegó,7.058758153,10.18363538,de que llegó diciembre
Non,Interior,Mid,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ella,8.686260633,12.53162514,en ella/
Non,Initial,Mid,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegamos,6.025865974,8.693486957,que llegamos en
Str,Interior,Mid,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ella,8.686260633,12.53162514,en ella/
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,donde yo nací
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,donde yo estoy
Str,Interior,Mid,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,Medellín,0,1,salir de Medellín/
Str,Initial,Low,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,ir era ya para
Str,Initial,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,pero ya saben
Non,Initial,Pause,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,/ya les colaboran
Non,Initial,Pause,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,/ya les tienen
Str,Interior,Low,High,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ayuda,6.719013154,9.693486957,dando una ayuda/
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ellos,8.870522545,12.79745889,con ellos/
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,le he visto yo/
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llegar,7.687997166,11.09143539,más de llegar a 
Str,Interior,Low,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,y,mayoría,7.728855824,11.15038197,ahora la gente por mayoría ya
Str,Interior,Low,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,y,mayoría,7.728855824,11.15038197,por la mayoría que
Non,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,que yo distingo
Str,Interior,Mid,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,Medellín,0,1,que es Medellín/
Str,Interior,Mid,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,Medellín,0,1,que distingan a Medellín/
Non,Initial,Consonant,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,pues yo creo
Str,Interior,Low,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,y,haya,7.832410927,11.2997804,n haya tanto tráfico
Str,Initial,Consonant,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llevársela,1.098612289,1.584962501,saber llevársela bien
Str,Interior,Low,High,Pretonic,G1PPM1,Female,Low,Primary,15-19,y,ayudamos,3.258096538,4.700439718,no la aydamos en el momento
Non,Interior,Low,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allá,8.323122888,12.00772811,y ya de allá se
Str,Interior,Low,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allí,8.442900587,12.18053081,por allí mataron
Str,Interior,Low,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,calle,7.678326357,11.07748336,andando la calle/
Str,Initial,Low,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llevábamos,4.442651256,6.409390936,nos la llevábamos súper
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llegar,7.687997166,11.09143539,y puedo llegar a muy
Str,Interior,High,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,orgullosa,3.258096538,4.700439718,me sentiría orgullosa de mi misma
Str,Interior,High,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,orgullosa,3.258096538,4.700439718,súper orgullosa/
Str,Interior,Low,High,Pretonic,G1PPM1,Female,Low,Primary,15-19,y,ayudarle,3.555348061,5.129283017,/ayudarle a mi mamá
Non,Interior,Mid,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ella,8.686260633,12.53162514,/ella me pregunta
Str,Interior,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,sollando,0,1,resultamos es sollando/
Str,Interior,Mid,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,Medellín,0,1,en Medellín con
Str,Interior,Mid,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,Medellín,0,1,que Medellín nos ha
Non,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ellos,8.870522545,12.79745889,con ellos para que
Str,Interior,High,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,natilla,0.693147181,1,con natilla/
Non,Initial,Pause,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llego,5.420534999,7.820178962,/llego a las
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,pollo,4.394449155,6.339850003,a comer pollo/
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,pollo,4.394449155,6.339850003,come pollo/
Non,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ellos,8.870522545,12.79745889,sí ellos asan
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,pollo,4.394449155,6.339850003,asan pollo/
Str,Initial,Low,High,Pretonic,G1PPM1,Female,Low,Primary,15-19,y,yuquita,0,1,la yuquita/
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,pollo,4.394449155,6.339850003,el pollo y
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,pollo,4.394449155,6.339850003,con el pollo porque
Str,Interior,Low,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allí,8.442900587,12.18053081,que vamos por allí/
Non,Interior,Low,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allá,8.323122888,12.00772811,vamos por allá/
Str,Interior,Low,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,calle,7.678326357,11.07748336,la calle necesitan
Str,Interior,Low,High,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ayuda,6.719013154,9.693486957,una ayuda a los
Str,Interior,Low,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,calle,7.678326357,11.07748336,de la calle/
Str,Initial,High,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llega,7.169350017,10.34318572,y llega y
Str,Initial,Consonant,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llama,7.764296006,11.20151134,nos llama un amigo
Str,Initial,High,Low,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llamé,4.262679877,6.14974712,y llamé a mi mamá
Non,Initial,Low,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llorar,4.779123493,6.894817763,puse a llorar y
Str,Initial,Mid,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,lloraba,3.433987204,4.95419631,le lloraba/
Non,Initial,Pause,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegó,7.058758153,10.18363538,/llegó el amigo
Str,Interior,Low,High,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allí,8.442900587,12.18053081,por allí en Floresta
Str,Initial,Low,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llorar,4.779123493,6.894817763,fue a llorar más
Str,Initial,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llamar,6.56948142,9.477758266,la sorpresa de llamar a 
Str,Initial,Low,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegué,6.320768294,9.118941073,enseguida llegué por acá
Str,Initial,Consonant,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,lloraba,3.433987204,4.95419631,les lloraba/
Non,Interior,Low,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,allá,8.323122888,12.00772811,si allá está
Str,Initial,Mid,Low,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llamaron,4.753590191,6.857980995,que llamaron a mi mamá
Str,Initial,Mid,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegué,6.320768294,9.118941073,que yo llegué/
Str,Initial,Mid,Mid,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,llegué,6.320768294,9.118941073,yo llegué y
Str,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ellos,8.870522545,12.79745889,y ellos me abrazaban
Non,Interior,Low,Low,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,falla,4.709530201,6.794415866,qué falla habérsele
Str,Initial,Low,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llegar,7.687997166,11.09143539,va a llegar otra cosa
Str,Initial,Low,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llueve,4.369447852,6.303780748,unas veces llueve y otras
Str,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo prefiero
Str,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo no sé
Str,Initial,Mid,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llover,3.583518938,5.169925001,tiene que llover/
Str,Initial,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llueva,3.135494216,4.523561956,que llueva y
Str,Initial,Mid,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,pero yo no sé
Non,Initial,Consonant,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo no sé
Str,Initial,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llueve,4.369447852,6.303780748,siempre llueve pero
Str,Initial,Low,Mid,Pretonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llovido,3.36729583,4.857980995,ha llovido más
Str,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo no sé
Non,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo siempre
Str,Initial,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llueve,4.369447852,6.303780748,siempre llueve en octubre
Str,Initial,High,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llueve,4.369447852,6.303780748,y llueve mucho mucho
Non,Initial,High,Mid,Pretonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llovió,3.044522438,4.392317423,sí llovió
Non,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo toda
Non,Initial,Low,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,toda yo toda
Str,Initial,Consonant,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo no sé
Str,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,yo,10.67262308,15.39734039,/yo no sé
Non,Initial,Mid,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,que ya toda
Non,Initial,High,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,y ya hizo
Str,Initial,Consonant,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,entonces ya como
Str,Initial,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,le interesa ya vivir
Str,Initial,Pause,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llena,5.529429088,7.977279923,/llena de piedras
Str,Initial,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,ya ya/
Str,Initial,Pause,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,/ya ya
Non,Initial,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,ya ya le
Str,Interior,Low,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,calles,6.137727054,8.854868383,las calles
Str,Initial,High,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,y ya/
Str,Interior,Low,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,calle,7.678326357,11.07748336,a la calle/
Str,Initial,Mid,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,pero ya eso
Str,Initial,Mid,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llevar,7.101675972,10.24555271,de llevar una
Str,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,con ellos y
Non,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,nuevas con ellos
Str,Initial,High,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ya,10.11419408,14.59169765,y ya/
Non,Interior,Low,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,calles,6.137727054,8.854868383,todas las calles las 
Non,Interior,Low,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,calles,6.137727054,8.854868383,las calles mm
Str,Initial,Mid,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,lleno,5.700443573,8.224001674,y eso lleno de
Str,Interior,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,Medellín,0,1,de Medellín y 
Str,Interior,High,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,orgullosa,3.258096538,4.700439718,se siente orgullosa de
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá bien
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,viven por allá/
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,hasta por allá y
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá tan arriba
Non,Interior,Low,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,calles,6.137727054,8.854868383,ahí las calles todas
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá y sí
Str,Interior,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,Medellín,0,1,mucho Medellín y sí
Non,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,nada bueno a ellos/
Str,Interior,Mid,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ella,8.686260633,12.53162514,con ella y
Str,Initial,Low,Mid,Pretonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llevamos,5.693732139,8.214319121,ya llevamos un año
Str,Interior,Mid,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ella,8.686260633,12.53162514,eh ella en principio
Str,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,y,apoyo,7.048386409,10.16867212,un apoyo para
Non,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,con ellos/
Str,Initial,Mid,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llaman,6.675823222,9.631177056,me llaman/
Str,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,y,apoyo,7.048386409,10.16867212,un apoyo de
Str,Interior,Mid,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ella,8.686260633,12.53162514,entonces ella me
Str,Interior,Low,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,y,ayudar,6.154858094,8.87958325,me puede ayudar por
Non,Interior,Low,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,y,vaya,6.89060912,9.941047606,que se vaya el novio
Non,Interior,Mid,High,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,Medellín,0,1,en Medellín/
Non,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,ya ellos que
Non,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ellos,8.870522545,12.79745889,para ellos/
Str,Interior,High,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,natilla,0.693147181,1,la natilla/
Non,Interior,High,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,natilla,0.693147181,1,la natilla no
Str,Interior,Low,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,y,vaya,6.89060912,9.941047606,no se vaya a quemar
Str,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,pollo,4.394449155,6.339850003,con pollo/
Str,Interior,Mid,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,pollo,4.394449155,6.339850003,el pollo y
Non,Interior,Low,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,y,vaya,6.89060912,9.941047606,le vaya a echar
Str,Interior,Mid,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,cebolla,3.737669618,5.392317423,la cebolla de huevo
Str,Interior,Mid,Low,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,ella,8.686260633,12.53162514,o de ella/
Non,Initial,Consonant,Mid,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,llego,5.420534999,7.820178962,el llego y
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá en
Str,Interior,Low,Low,Tonic,G1SMM4,Female,Middle,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá para
Str,Interior,High,Mid,Postonic,G1SMM4,Female,Middle,Secondary,15-19,ll,anillos,3.36729583,4.857980995,los anillos/
Str,Initial,Consonant,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llueve,4.369447852,6.303780748,todas maneras llueve y
Str,Initial,Pause,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llueve,4.369447852,6.303780748,/llueve y
Str,Initial,High,Mid,Pretonic,G2PPH2,Male,Low,Primary,20-35,ll,lloviendo,3.465735903,5,y lloviendo es maluco
Str,Initial,Mid,Mid,Pretonic,G2PPH2,Male,Low,Primary,20-35,ll,lloviendo,3.465735903,5,que no lloviendo/
Non,Initial,Consonant,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,maneras yo no
Non,Initial,Consonant,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,pues yo creo
Non,Initial,Mid,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llueve,4.369447852,6.303780748,disque lleuve/
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,/yo trabajo
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yendo,5.356586275,7.727920455,/yendo para pradp
Non,Interior,Low,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,cayendo,4.276666119,6.169925001,está cayendo agua
Non,Interior,Mid,Mid,Postonic,G2PPH2,Male,Low,Primary,20-35,ll,Bello,0,1,mirar para Bello y
Non,Interior,Mid,Mid,Postonic,G2PPH2,Male,Low,Primary,20-35,ll,Bello,0,1,para Bello está
Non,Initial,Low,Mid,Pretonic,G2PPH2,Male,Low,Primary,20-35,ll,lloviendo,3.465735903,5,está lloviendo/
Non,Interior,Low,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,cayendo,4.276666119,6.169925001,está cayendo agua
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,y allá abajo
Non,Initial,Mid,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llueve,4.369447852,6.303780748,donde llueve más
Str,Initial,Mid,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llueva,3.135494216,4.523561956,que llueva en
Non,Initial,Consonant,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,antes yo estuve
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,por allí para 
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,/yo vine
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,para por allí/
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,por allí arriba
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,viviendo allá/
Non,Initial,Pause,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,y,ya,10.11419408,14.59169765,/ya la tía
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,/yo me vine
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,para por allí a todo
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,por allí y
Non,Initial,High,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,y,ya,10.11419408,14.59169765,y ya me 
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,por allí para
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yendo,5.356586275,7.727920455,sino yendo para
Non,Initial,Mid,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llama,7.764296006,11.20151134,que se llama eso
Non,Initial,Mid,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,y,ya,10.11419408,14.59169765,resignarse ya por
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,como por allá por los
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,que yo he vivido
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,por allá/
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,bajar allí abajo
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llegar,7.687997166,11.09143539,/llegar a San Antonio
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,el otro Metro de allá/
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,uno por allá/
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,por allá/
Non,Initial,Consonant,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,usted llega/
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,/yo voy al trabajo
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,donde yo trabajo
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,de aquí allí/
Non,Interior,Low,Low,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,/allá tiene que
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,/allí dos mil
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,y,yo,10.67262308,15.39734039,lo que yo decía
Non,Interior,Low,High,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,es que allí abajo
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llego,5.420534999,7.820178962,trabajo llego aquí
Non,Initial,Pause,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llego,5.420534999,7.820178962,/llego de
Non,Initial,High,Mid,Pretonic,G2PPH2,Male,Low,Primary,20-35,ll,llegamos,6.025865974,8.693486957, y llegamos a las
Non,Initial,High,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,y llega uno
Non,Initial,Mid,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,llego,5.420534999,7.820178962,yo llego y
Non,Interior,High,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,pide veintidós millones por
Non,Interior,Mid,Low,Postonic,G2PPH2,Male,Low,Primary,20-35,ll,ella,8.686260633,12.53162514,por ella/
Non,Interior,High,Mid,Tonic,G2PPH2,Male,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,veintidós millones de
